Bilaga 1 / Delegationens uppdrag;En//DT|UTR|SIN|IND//det//26 utgångspunkt//NN|UTR|SIN|IND|NOM//nsubj//33 i//PP//case//29 detta//DT|NEU|SIN|DEF//det//29 arbete//NN|NEU|SIN|IND|NOM//nmod//26 ska//VB|PRS|AKT//aux//33 vara//VB|INF|AKT//cop//33 den//DT|UTR|SIN|DEF//det//33 rapport//NN|UTR|SIN|IND|NOM//parataxis//3 som//HP|-|-|-//mark//35 Verva//PM|NOM//acl//33 ,//MID//punct//33 på//PP//case//38 uppdrag//NN|NEU|SIN|IND|NOM//obl//3 av//PP//case//40 regeringen//NN|UTR|SIN|DEF|NOM//nmod//38 ,//MID//punct//3 tog//VB|PRT|AKT//conj//3 fram//PL//compound:prt//42 på//PP//case//45 området//NN|NEU|SIN|DEF|NOM//obl//42 –//NN|AN//punct//42 69//RG|NOM//nummod//48 myndigheter//NN|UTR|PLU|IND|NOM//nsubj//49 redovisar//VB|PRS|AKT//conj//3 915//RG|NOM//nummod//52 strategiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//52 insatser//NN|UTR|PLU|IND|NOM//obj//49 för//PP//case//54 utveckling//NN|UTR|SIN|IND|NOM//nmod//52 av//PP//case//56 e-förvaltning//NN|UTR|SIN|IND|NOM//nmod//54 (//PAD//punct//56 Verva//PM|NOM//obl//49 2008:14//RG|NOM//nummod//58 )//PAD//punct//49 .//MAD//punct//67
Bilaga 1 / Delegationens uppdrag;Delegationen//NN|UTR|SIN|DEF|NOM//nsubj//67 ska//VB|PRS|AKT//aux//67 utifrån//PP//case//66 denna//DT|UTR|SIN|DEF//det//66 information//NN|UTR|SIN|IND|NOM//obl//67 sammanställa//VB|INF|AKT//conj//3 och//KN//cc//69 analysera//VB|INF|AKT//conj//67 myndigheternas//NN|UTR|PLU|DEF|GEN//nmod:poss//71 e-förvaltningsprojekt//NN|NEU|PLU|IND|NOM//obj//69 .//MAD//punct//3
Bilaga 1 / Delegationens uppdrag;Delegationen//NN|UTR|SIN|DEF|NOM//nsubj//75 ska//VB|PRS|AKT//aux//75 verka//VB|INF|AKT//parataxis//3 för//PP//mark//81 att//SN//mark//81 regeringens//NN|UTR|SIN|DEF|GEN//nmod:poss//80 förvaltningspolitiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//80 mål//NN|NEU|SIN|IND|NOM//nsubj:pass//81 vägs//VB|PRS|SFO//advcl//75 in//PL//compound:prt//81 i//PP//case//84 planeringen//NN|UTR|SIN|DEF|NOM//obl//81 och//KN//cc//86 genomförandet//NN|NEU|SIN|DEF|NOM//conj//84 av//PP//case//90 de//DT|UTR/NEU|PLU|DEF//det//90 viktigaste//JJ|SUV|UTR/NEU|SIN/PLU|DEF|NOM//amod//90 eförvaltningsprojekten//NN|NEU|PLU|DEF|NOM//nmod//86 och//KN//cc//92 verka//VB|INF|AKT//conj//81 för//PP//mark//96 att//SN//mark//96 dubbelarbete//NN|NEU|SIN|IND|NOM//nsubj:pass//96 undviks//VB|PRS|SFO//advcl//92 .//MAD//punct//75
Bilaga 1 / Delegationens uppdrag;Delegationen//NN|UTR|SIN|DEF|NOM//nsubj//101 ska//VB|PRS|AKT//aux//101 årligen//AB//advmod//101 redovisa//VB|INF|AKT//parataxis//75 en//DT|UTR|SIN|IND//det//103 sammanställning//NN|UTR|SIN|IND|NOM//obj//101 av//PP//case//106 myndigheternas//NN|UTR|PLU|DEF|GEN//nmod:poss//106 planerade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//nmod//103 och//KN//cc//109 pågående//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//109 e-förvaltningsprojekt//NN|NEU|PLU|IND|NOM//conj//106 samt//KN//cc//111 bedöma//VB|INF|AKT//conj//101 om//SN//mark//115 de//DT|UTR/NEU|PLU|DEF//det//114 projekten//NN|NEU|PLU|DEF|NOM//nsubj//115 understöder//VB|PRS|AKT//advcl//111 de//DT|UTR/NEU|PLU|DEF//det//118 förvaltningspolitiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//118 mål//NN|NEU|PLU|IND|NOM//obj//115 som//HP|-|-|-//obj//122 regeringen//NN|UTR|SIN|DEF|NOM//nsubj//122 har//VB|PRS|AKT//aux//122 satt//VB|SUP|AKT//acl:relcl//118 upp//PL//compound:prt//122 .//MAD//punct//75
Bilaga 1 / Delegationens uppdrag;Delegationen//NN|UTR|SIN|DEF|NOM//nsubj//126 ska//VB|PRS|AKT//aux//131 vidare//AB|KOM//advmod//126 i//PP//case//130 sina//PS|UTR/NEU|PLU|DEF//nmod:poss//130 rapporter//NN|UTR|PLU|IND|NOM//obl//131 redovisa//VB|INF|AKT//parataxis//75 goda//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//133 förebilder//NN|UTR|PLU|IND|NOM//obj//131 inom//PP//case//135 e-förvaltningen//NN|UTR|SIN|DEF|NOM//nmod//133 .//MAD//punct//3
Bilaga 1 / Delegationens uppdrag;Uppföljning//NN|UTR|SIN|IND|NOM//ROOT//0 av//PP//case//4 det//DT|NEU|SIN|DEF//det//4 samlade//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//4 arbetet//NN|NEU|SIN|DEF|NOM//nmod//0 med//PP//case//6 e-förvaltning//NN|UTR|SIN|IND|NOM//nmod//4
Bilaga 1 / Delegationens uppdrag;Delegationen//NN|UTR|SIN|DEF|NOM//nsubj//1 ska//VB|PRS|AKT//aux//37 från//PP//advmod//5 och//KN//fixed//2 med//PP//fixed//2 2010//RG|NOM//obl//1 ,//MID//punct//10 utifrån//PP//case//10 de//DT|UTR/NEU|PLU|DEF//det//10 förvaltningspolitiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//10 målen//NN|NEU|PLU|DEF|NOM//obl//1 ,//MID//punct//1 och//KN//cc//14 de//DT|UTR/NEU|PLU|DEF//det//14 mål//NN|NEU|PLU|IND|NOM//conj//1 som//HP|-|-|-//obj//20 regeringen//NN|UTR|SIN|DEF|NOM//nsubj//20 kan//VB|PRS|AKT//aux//20 komma//VB|INF|AKT//aux//20 att//IE//mark//20 besluta//VB|INF|AKT//acl:relcl//14 på//PP//case//22 området//NN|NEU|SIN|DEF|NOM//obl//20 ,//MID//punct//1 följa//VB|INF|AKT//conj//1 upp//PL//compound:prt//24 myndigheternas//NN|UTR|PLU|DEF|GEN//nmod:poss//28 samlade//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//28 arbete//NN|NEU|SIN|IND|NOM//obj//24 med//PP//case//30 eförvaltning//NN|UTR|SIN|IND|NOM//obl//24 .//MAD//punct//1
Bilaga 1 / Delegationens uppdrag;Arbetets//NN|NEU|SIN|DEF|GEN//nmod:poss//33 konsekvenser//NN|UTR|PLU|IND|NOM//nsubj:pass//37 för//PP//case//35 brukarna//NN|UTR|PLU|DEF|NOM//nmod//33 ska//VB|PRS|AKT//aux//37 beskrivas//VB|INF|SFO//ROOT//37 och//KN//cc//39 analyseras//VB|INF|SFO//conj//37 .//MAD//punct//37
Bilaga 1 / Delegationens uppdrag;Indikatorer//NN|UTR|PLU|IND|NOM//nsubj:pass//4 för//PP//case//2 uppföljning//NN|UTR|SIN|IND|NOM//nmod//0 ska//VB|PRS|AKT//aux//4 utarbetas//VB|INF|SFO//ROOT//4 .//MAD//punct//4
Bilaga 1 / Delegationens uppdrag;Vid//PP//case//7 utarbetandet//NN|NEU|SIN|DEF|NOM//obl//21 av//PP//case//9 indikatorer//NN|UTR|PLU|IND|NOM//nmod//7 angående//PP//case//11 service//NN|UTR|SIN|IND|NOM//nmod//9 ,//MID//punct//15 förvaltningens//NN|UTR|SIN|DEF|GEN//nmod:poss//15 interna//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//15 effektivitet//NN|UTR|SIN|IND|NOM//conj//11 och//KN//cc//18 administrativ//JJ|POS|UTR|SIN|IND|NOM//amod//18 börda//NN|UTR|SIN|IND|NOM//conj//11 ska//VB|PRS|AKT//aux//21 samråd//NN|NEU|SIN|IND|NOM//nsubj//21 ske//VB|INF|AKT//parataxis//4 med//PP//case//23 Myndigheten//NN|UTR|SIN|DEF|NOM//obl//21 för//PP//case//26 tillväxtpolitiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//26 utvärderingar//NN|UTR|PLU|IND|NOM//nmod//23 och//KN//cc//28 analyser//NN|UTR|PLU|IND|NOM//conj//26 (//PAD//punct//23 TUA//PM|NOM//appos//23 )//PAD//punct//23 .//MAD//punct//4
Bilaga 1 / Delegationens uppdrag;Vad//HP|NEU|SIN|IND//nsubj//34 gäller//VB|PRS|AKT//conj//4 indikatorer//NN|UTR|PLU|IND|NOM//obj//34 på//PP//case//38 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//38 områden//NN|NEU|PLU|IND|NOM//nmod//35 ska//VB|PRS|AKT//aux//41 delegationen//NN|UTR|SIN|DEF|NOM//nsubj//41 samråda//VB|INF|AKT//conj//4 med//PP//case//45 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//45 berörda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//45 myndigheter//NN|UTR|PLU|IND|NOM//obl//41 .//MAD//punct//4
Bilaga 1 / Delegationens uppdrag;Delegationen//NN|UTR|SIN|DEF|NOM//nsubj//2 ska//VB|PRS|AKT//aux//2 ta//VB|INF|AKT//ROOT//2 fram//PL//compound:prt//2 förslag//NN|NEU|PLU|IND|NOM//obj//2 på//PP//case//6 metoder//NN|UTR|PLU|IND|NOM//nmod//4 för//PP//mark//9 hur//HA//advmod//9 planerade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//advcl//2 besparingar//NN|UTR|PLU|IND|NOM//nsubj:pass//18 i//PP//case//13 myndigheternas//NN|UTR|PLU|DEF|GEN//nmod:poss//13 e-förvaltningsarbete//NN|NEU|SIN|IND|NOM//nmod//10 i//PP//case//16 högre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//16 grad//NN|UTR|SIN|IND|NOM//nmod//13 kan//VB|PRS|AKT//aux//18 realiseras//VB|INF|SFO//advcl//2 och//KN//cc//20 tas//VB|INF|SFO//conj//18 till//PP//case//22 vara//NN|-|-|-|-//obl//20 .//MAD//punct//2
Bilaga 1 / Delegationens uppdrag;Koordinering//NN|UTR|SIN|IND|NOM//ROOT//0 av//PP//case//2 IT-standardiseringsarbete//NN|NEU|SIN|IND|NOM//nmod//0
Bilaga 1 / Delegationens uppdrag;Delegationen//NN|UTR|SIN|DEF|NOM//nsubj//2 ska//VB|PRS|AKT//aux//2 samordna//VB|INF|AKT//ROOT//2 den//DT|UTR|SIN|DEF//det//5 statliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//5 förvaltningens//NN|UTR|SIN|DEF|GEN//nmod:poss//6 IT-standardiseringsarbete//NN|NEU|SIN|IND|NOM//obj//2 avseende//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//8 e-förvaltning//NN|UTR|SIN|IND|NOM//obl//2 .//MAD//punct//2
Bilaga 1 / Delegationens uppdrag;Delegationen//NN|UTR|SIN|DEF|NOM//nsubj//12 ska//VB|PRS|AKT//aux//12 se//VB|INF|AKT//parataxis//2 till//PL//compound:prt//12 att//SN//mark//24 metod-//NN|UTR|-|-|SMS//nsubj:pass//24 och//KN//cc//17 expertstöd//NN|NEU|SIN|IND|NOM//conj//15 i//PP//case//19 IT-standardiseringsfrågor//NN|UTR|PLU|IND|NOM//nmod//15 inom//PP//case//23 den//DT|UTR|SIN|DEF//det//23 statliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//23 förvaltningen//NN|UTR|SIN|DEF|NOM//nmod//15 tillhandahålls//VB|PRS|SFO//ccomp//12 ,//MID//punct//12 också//AB//advmod//30 när//HA//case//30 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//29 gäller//VB|PRS|AKT//fixed//27 begreppsstandarder//NN|UTR|PLU|IND|NOM//obl//12 .//MAD//punct//12
Bilaga 1 / Delegationens uppdrag;Arbetet//NN|NEU|SIN|DEF|NOM//nsubj:pass//34 ska//VB|PRS|AKT//aux//34 utföras//VB|INF|SFO//parataxis//12 i//PP//case//36 samverkan//NN|UTR|SIN|IND|NOM//obl//34 med//PP//case//38 SKL//PM|NOM//nmod//36 .//MAD//punct//34
Bilaga 1 / Delegationens uppdrag;Samordningen//NN|UTR|SIN|DEF|NOM//nsubj//44 av//PP//case//42 IT-standardiseringsarbetet//NN|NEU|SIN|DEF|NOM//nmod//40 ska//VB|PRS|AKT//aux//44 främja//VB|INF|AKT//parataxis//34 användningen//NN|UTR|SIN|DEF|NOM//obj//44 av//PP//case//48 öppna//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//48 standarder//NN|UTR|PLU|IND|NOM//nmod//45 .//MAD//punct//12
Bilaga 1 / Delegationens uppdrag;Delegationen//NN|UTR|SIN|DEF|NOM//nsubj//52 ska//VB|PRS|AKT//aux//52 beakta//VB|INF|AKT//parataxis//12 det//DT|NEU|SIN|DEF//det//54 IT-standardiseringsarbete//NN|NEU|SIN|IND|NOM//obj//52 som//HP|-|-|-//nsubj//56 pågår//VB|PRS|AKT//acl:relcl//54 på//PP//case//59 internationell//JJ|POS|UTR|SIN|IND|NOM//amod//59 nivå//NN|UTR|SIN|IND|NOM//obl//56 .//MAD//punct//12
Bilaga 1 / Delegationens uppdrag;Stöd//NN|NEU|SIN|IND|NOM//ROOT//0 till//PP//case//2 regeringen//NN|UTR|SIN|DEF|NOM//obl//0 i//PP//case//6 det//DT|NEU|SIN|DEF//det//6 internationella//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//6 arbetet//NN|NEU|SIN|DEF|NOM//nmod//2
Bilaga 1 / Delegationens uppdrag;Delegationen//NN|UTR|SIN|DEF|NOM//nsubj//2 ska//VB|PRS|AKT//aux//2 bistå//VB|INF|AKT//ROOT//2 regeringen//NN|UTR|SIN|DEF|NOM//obj//2 i//PP//case//5 EU-samarbetet//NN|NEU|SIN|DEF|NOM//obl//2 och//KN//cc//10 i//PP//case//10 det//DT|NEU|SIN|DEF//det//10 internationella//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//10 arbetet//NN|NEU|SIN|DEF|NOM//conj//2 med//PP//case//12 frågor//NN|UTR|PLU|IND|NOM//nmod//10 om//PP//case//14 e-förvaltning//NN|UTR|SIN|IND|NOM//nmod//12 .//MAD//punct//2
Bilaga 1 / Delegationens uppdrag;Delegationen//NN|UTR|SIN|DEF|NOM//nsubj//2 ska//VB|PRS|AKT//aux//2 bistå//VB|INF|AKT//ROOT//2 regeringen//NN|UTR|SIN|DEF|NOM//obj//2 vid//PP//case//5 beredningen//NN|UTR|SIN|DEF|NOM//obl//2 av//PP//case//8 svenska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//8 ståndpunkter//NN|UTR|PLU|IND|NOM//nmod//5 i//PP//case//10 EU//PM|NOM//nmod//8 och//KN//cc//14 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//14 mellanstatliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//14 organ//NN|NEU|PLU|IND|NOM//conj//10 i//PP//case//16 ärenden//NN|NEU|PLU|IND|NOM//nmod//14 som//HP|-|-|-//nsubj//18 rör//VB|PRS|AKT//acl:relcl//14 standarder//NN|UTR|PLU|IND|NOM//obj//18 och//KN//cc//21 standardisering//NN|UTR|SIN|IND|NOM//conj//19 på//PP//case//23 IT-området//NN|NEU|SIN|DEF|NOM//nmod//21 .//MAD//punct//2
Bilaga 1 / Delegationens uppdrag;Delegationen//NN|UTR|SIN|DEF|NOM//nsubj//27 ska//VB|PRS|AKT//aux//27 leda//VB|INF|AKT//parataxis//2 och//KN//cc//29 samordna//VB|INF|AKT//conj//27 ett//DT|NEU|SIN|IND//det//31 IT-standardiseringsråd//NN|NEU|SIN|IND|NOM//obj//29 med//PP//case//33 företrädare//NN|UTR|PLU|IND|NOM//obl//29 för//PP//case//37 de//DT|UTR/NEU|PLU|DEF//det//37 viktigaste//JJ|SUV|UTR/NEU|SIN/PLU|DEF|NOM//amod//37 intressenterna//NN|UTR|PLU|DEF|NOM//obl//29 i//PP//case//39 staten//NN|UTR|SIN|DEF|NOM//nmod//37 ,//MID//punct//41 kommuner//NN|UTR|PLU|IND|NOM//conj//39 och//KN//cc//43 landsting//NN|NEU|PLU|IND|NOM//conj//39 samt//KN//cc//46 i//PP//case//46 intresseorganisationer//NN|UTR|PLU|IND|NOM//conj//39 och//KN//cc//48 företag//NN|NEU|PLU|IND|NOM//conj//46 .//MAD//punct//27
Bilaga 1 / Delegationens uppdrag;Delegationen//NN|UTR|SIN|DEF|NOM//nsubj//52 ska//VB|PRS|AKT//aux//52 följa//VB|INF|AKT//conj//27 utvecklingen//NN|UTR|SIN|DEF|NOM//obj//52 på//PP//case//55 området//NN|NEU|SIN|DEF|NOM//obl//52 och//KN//cc//57 delta//VB|INF|AKT//conj//52 i//PP//case//59 diskussioner//NN|UTR|PLU|IND|NOM//obl//57 och//KN//cc//61 informationsutbyte//NN|NEU|SIN|IND|NOM//conj//59 om//PP//case//63 frågor//NN|UTR|PLU|IND|NOM//nmod//61 som//HP|-|-|-//nsubj//65 rör//VB|PRS|AKT//acl:relcl//63 det//DT|NEU|SIN|DEF//det//68 internationella//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//68 arbetet//NN|NEU|SIN|DEF|NOM//obj//65 med//PP//case//70 standardiseringsfrågor//NN|UTR|PLU|IND|NOM//nmod//68 på//PP//case//72 IT-området//NN|NEU|SIN|DEF|NOM//nmod//70 .//MID//punct//52
Bilaga 1 / Delegationens uppdrag;Dessa//DT|UTR/NEU|PLU|DEF//det//75 ärenden//NN|NEU|PLU|IND|NOM//nsubj//77 kan//VB|PRS|AKT//aux//77 beröra//VB|INF|AKT//parataxis//52 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//79 samhällssektorer//NN|UTR|PLU|IND|NOM//obj//77 och//KN//cc//82 delegationens//NN|UTR|SIN|DEF|GEN//nmod:poss//82 uppdrag//NN|NEU|SIN|IND|NOM//conj//79 kan//VB|PRS|AKT//aux//89 i//PP//case//86 denna//DT|UTR|SIN|DEF//det//86 del//NN|UTR|SIN|IND|NOM//obl//87 komma//VB|INF|AKT//aux//89 att//IE//mark//89 beröra//VB|INF|AKT//conj//77 frågor//NN|UTR|PLU|IND|NOM//obj//89 som//HP|-|-|-//nsubj//94 inte//AB//advmod//94 enbart//AB//advmod//94 avser//VB|PRS|AKT//acl:relcl//90 e-förvaltning//NN|UTR|SIN|IND|NOM//obj//94 .//MAD//punct//27
Bilaga 1 / Delegationens uppdrag;E-nämndens//NN|UTR|SIN|DEF|GEN//nmod:poss//3 och//KN//cc//2 Vervas//PM|GEN//conj//0 vägledningar//NN|UTR|PLU|IND|NOM//ROOT//3 och//KN//cc//5 rapporter//NN|UTR|PLU|IND|NOM//conj//3
Bilaga 1 / Delegationens uppdrag;Delegationen//NN|UTR|SIN|DEF|NOM//nsubj//2 ska//VB|PRS|AKT//aux//2 inventera//VB|INF|AKT//ROOT//2 och//KN//cc//6 vid//PP//case//5 behov//NN|NEU|SIN|IND|NOM//obl//6 utveckla//VB|INF|AKT//conj//2 den//DT|UTR|SIN|DEF//det//9 tidigare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//9 Enämndens//PM|GEN//nmod:poss//13 och//KN//cc//11 dåvarande//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//conj//9 Vervas//PM|GEN//amod//13 vägledningar//NN|UTR|PLU|IND|NOM//obj//6 och//KN//cc//15 rapporter//NN|UTR|PLU|IND|NOM//conj//13 på//PP//case//19 det//DT|NEU|SIN|DEF//det//19 aktuella//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//19 området//NN|NEU|SIN|DEF|NOM//nmod//15 .//MAD//punct//2

Bilaga 1 / Uppdragets genomförande;I//PP//case//1 frågor//NN|UTR|PLU|IND|NOM//obl//13 som//HP|-|-|-//nsubj//3 rör//VB|PRS|AKT//acl:relcl//1 den//DT|UTR|SIN|DEF//det//6 strategiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//6 utvecklingen//NN|UTR|SIN|DEF|NOM//obj//3 av//PP//case//9 elektronisk//JJ|POS|UTR|SIN|IND|NOM//amod//9 förvaltning//NN|UTR|SIN|IND|NOM//nmod//6 ska//VB|PRS|AKT//aux//13 delegationen//NN|UTR|SIN|DEF|NOM//nsubj//13 löpande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//advmod//13 rapportera//VB|INF|AKT//ROOT//13 till//PP//case//17 den//DT|UTR|SIN|DEF//det//17 interdepartementala//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//17 arbetsgruppen//NN|UTR|SIN|DEF|NOM//obl//13 för//PP//case//20 elektronisk//JJ|POS|UTR|SIN|IND|NOM//amod//20 förvaltning//NN|UTR|SIN|IND|NOM//nmod//17 (//PAD//punct//17 dnr//PM|NOM//conj//13 Fi2007/1981//UO//obj//22 )//PAD//punct//22 och//KN//cc//27 vid//PP//case//27 behov//NN|NEU|SIN|IND|NOM//conj//13 även//AB//advmod//30 till//PP//case//30 statssekreterargruppen//NN|UTR|SIN|DEF|NOM//nmod//27 för//PP//case//32 eförvaltning//NN|UTR|SIN|IND|NOM//nmod//30 .//MAD//punct//13
Bilaga 1 / Uppdragets genomförande;Delegationen//NN|UTR|SIN|DEF|NOM//nsubj//2 ska//VB|PRS|AKT//aux//2 tillkalla//VB|INF|AKT//ROOT//2 en//DT|UTR|SIN|IND//det//4 arbetsgrupp//NN|UTR|SIN|IND|NOM//obj//2 bestående//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//acl//4 av//PP//case//10 ansvariga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//fixed//6 för//PP//case//10 strategiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//10 e-förvaltningsprojekt//NN|NEU|PLU|IND|NOM//obl//5 ,//MID//punct//14 eller//KN//cc//14 motsvarande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//14 verksamhetsutvecklare//NN|UTR|SIN|IND|NOM//conj//2 ,//MID//punct//14 som//HP|-|-|-//nsubj//17 arbetar//VB|PRS|AKT//acl:relcl//14 på//PP//case//19 myndigheter//NN|UTR|PLU|IND|NOM//obl//17 eller//KN//cc//21 organisationer//NN|UTR|PLU|IND|NOM//conj//19 som//HP|-|-|-//nsubj//23 deltar//VB|PRS|AKT//acl:relcl//21 i//PP//case//26 delegationens//NN|UTR|SIN|DEF|GEN//nmod:poss//26 arbete//NN|NEU|SIN|IND|NOM//obl//23 .//MAD//punct//2
Bilaga 1 / Uppdragets genomförande;Vid//PP//case//1 behov//NN|NEU|SIN|IND|NOM//obl//5 ska//VB|PRS|AKT//aux//5 delegationen//NN|UTR|SIN|DEF|NOM//nsubj//5 även//AB//advmod//5 tillkalla//VB|INF|AKT//ROOT//5 en//DT|UTR|SIN|IND//det//7 referensgrupp//NN|UTR|SIN|IND|NOM//obj//5 bestående//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//acl//7 av//PP//case//10 företrädare//NN|UTR|PLU|IND|NOM//obl//8 för//PP//case//12 näringsliv//NN|NEU|SIN|IND|NOM//nmod//10 ,//MID//punct//14 forskare//NN|UTR|PLU|IND|NOM//conj//12 och//KN//cc//16 brukare//NN|UTR|PLU|IND|NOM//conj//12 för//PP//mark//19 att//IE//mark//19 ta//VB|INF|AKT//advcl//5 del//NN|UTR|SIN|IND|NOM//obj//19 av//PP//case//23 deras//PS|UTR/NEU|SIN/PLU|DEF//nmod:poss//23 kunskaper//NN|UTR|PLU|IND|NOM//obl//19 och//KN//cc//26 vidgade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//26 perspektiv//NN|NEU|PLU|IND|NOM//conj//23 på//PP//case//29 delegationens//NN|UTR|SIN|DEF|GEN//nmod:poss//29 arbete//NN|NEU|SIN|IND|NOM//nmod//26 .//MAD//punct//5
Bilaga 1 / Uppdragets genomförande;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//2 är//VB|PRS|AKT//cop//2 angeläget//JJ|POS|NEU|SIN|IND|NOM//ROOT//2 att//SN//mark//7 utvecklingsarbetet//NN|NEU|SIN|DEF|NOM//nsubj//7 avseende//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//6 e-förvaltningen//NN|UTR|SIN|DEF|NOM//nmod//4 sker//VB|PRS|AKT//csubj//2 i//PP//case//9 samverkan//NN|UTR|SIN|IND|NOM//obl//7 med//PP//case//11 SKL//PM|NOM//nmod//9 .//MAD//punct//2
Bilaga 1 / Uppdragets genomförande;Samarbetet//NN|NEU|SIN|DEF|NOM//nsubj:pass//15 ska//VB|PRS|AKT//aux//15 inriktas//VB|INF|SFO//parataxis//2 mot//PP//mark//18 att//IE//mark//18 nå//VB|INF|AKT//advcl//15 en//DT|UTR|SIN|IND//det//20 samsyn//NN|UTR|SIN|IND|NOM//obj//18 mellan//PP//case//22 staten//NN|UTR|SIN|DEF|NOM//nmod//20 ,//MID//punct//24 landsting//NN|NEU|SIN|IND|NOM//conj//22 och//KN//cc//26 kommuner//NN|UTR|PLU|IND|NOM//conj//22 kring//PP//case//30 strategiskt//AB|POS//amod//30 viktiga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//30 e-förvaltningsfrågor//NN|UTR|PLU|IND|NOM//nmod//26 .//MAD//punct//15
Bilaga 1 / Uppdragets genomförande;Samverkan//NN|UTR|SIN|IND|NOM//nsubj//35 ska//VB|PRS|AKT//aux//35 också//AB//advmod//35 ske//VB|INF|AKT//conj//15 med//PP//case//37 näringslivet//NN|NEU|SIN|DEF|NOM//obl//35 bl.a.//AB|AN//advmod//40 inom//PP//case//40 standardiseringsarbetet//NN|NEU|SIN|DEF|NOM//obl//35 i//PP//case//42 likhet//NN|UTR|SIN|IND|NOM//obl//35 med//PP//mark//46 vad//HP|NEU|SIN|IND//dislocated//46 som//HP|-|-|-//nsubj:pass//46 anges//VB|PRS|SFO//advcl//35 i//PP//case//48 Riktlinjerna//NN|UTR|PLU|DEF|NOM//obl//46 till//PP//case//50 statssekreterargruppen//NN|UTR|SIN|DEF|NOM//obl//46 för//PP//case//52 e-förvaltning//NN|UTR|SIN|IND|NOM//nmod//50 (//PAD//punct//35 Fi2007/1981//UO//parataxis//35 )//PAD//punct//54 .//MAD//punct//2
